-7.9191e-14,-0.045877
-5.2454e-14,-0.03466
-5.6366e-14,0.035408
-5.6514e-14,0.065156
-6.4014e-14,0.075474
-5.2825e-14,0.079212
-5.4379e-14,0.096403
-4.246e-14,-0.042038
-4.7536e-14,-0.038562
-4.8396e-14,-0.031256
-5.0468e-14,-0.02743
-4.7917e-14,-0.024074
-4.9122e-14,-0.020276
-4.8082e-14,-0.016933
-4.8496e-14,-0.013152
-4.784e-14,-0.0098214
-4.7795e-14,-0.0060517
-4.7156e-14,-0.0027355
-4.6876e-14,0.0010205
-4.621e-14,0.0043213
-4.6287e-14,0.0080658
-4.5308e-14,0.011357
-4.6176e-14,0.015093
-4.3893e-14,0.018379
-4.6546e-14,0.022094
-3.9861e-14,0.025364
-4.6168e-14,0.029
-4.5345e-14,0.038579
-3.847e-14,0.042049
-3.8406e-14,0.045336
-4.4589e-14,0.048813
-4.9846e-14,0.052152
-4.9898e-14,0.05534
-4.5146e-14,0.058472
-4.7075e-14,0.061847
-4.2902e-14,0.068776
-3.219e-14,0.071974
-3.8042e-14,0.082576
-5.0263e-14,0.086197
-4.2104e-14,0.089664
-4.3777e-14,0.093089
3.0616e-18,-0.05
2.8426e-15,0.032171
0,0.1
0.0026132,0.099863
0.0030561,-0.04699
0.0032526,-0.036279
0.003296,-0.029161
0.0033092,-0.0221
0.003318,-0.014995
0.0033241,-0.0078944
0.0033344,0.077177
0.0033351,-0.0008174
0.0033452,0.0062282
0.0033534,0.013269
0.0033693,0.020356
0.0033868,0.066678
0.0034035,0.0276
0.0035166,0.035243
0.0035897,-0.043291
0.0036063,0.039719
0.0036388,0.084502
0.0036681,0.059338
0.0036769,0.055231
0.0036885,0.051487
0.0037205,0.04727
0.0037837,0.07344
0.0038418,0.095737
0.003845,0.092009
0.0039222,0.088245
0.0039648,0.062902
0.0041952,0.043531
0.0042096,0.080615
0.0043116,-0.032687
0.0043304,-0.039735
0.0043359,-0.018543
0.0043425,-0.025639
0.0043425,-0.011438
0.0043613,-0.0043459
0.0043721,0.031228
0.0043754,0.023918
0.0043874,0.0027121
0.0043982,0.016793
0.0044014,0.0097442
0.0044811,0.069928
0.0046134,-0.049787
0.0051978,0.099454
0.0065753,0.037707
0.0067876,0.076757
0.0067966,0.057585
